date,nav
29-07-2020,58.928
28-07-2020,58.934
27-07-2020,58.558
24-07-2020,59.146
23-07-2020,59.481
22-07-2020,58.988
21-07-2020,59.018
20-07-2020,58.588
17-07-2020,58.155
16-07-2020,57.368
15-07-2020,56.649
14-07-2020,56.838
13-07-2020,57.727
10-07-2020,57.65
09-07-2020,57.841
08-07-2020,57.584
07-07-2020,58.049
06-07-2020,57.805
03-07-2020,56.827
02-07-2020,56.264
01-07-2020,55.797
30-06-2020,55.298
29-06-2020,55.227
26-06-2020,55.816
25-06-2020,55.47
24-06-2020,55.181
23-06-2020,56.103
22-06-2020,55.289
19-06-2020,54.629
18-06-2020,53.688
17-06-2020,52.724
16-06-2020,52.585
15-06-2020,52.204
12-06-2020,52.936
11-06-2020,52.532
10-06-2020,53.535
09-06-2020,53.066
08-06-2020,53.667
05-06-2020,53.311
04-06-2020,52.489
03-06-2020,52.505
02-06-2020,52.302
01-06-2020,51.764
29-05-2020,50.537
28-05-2020,50.109
27-05-2020,49.216
26-05-2020,48.185
22-05-2020,47.946
21-05-2020,48.284
20-05-2020,48.09
19-05-2020,47.298
18-05-2020,47.221
15-05-2020,48.956
14-05-2020,49.108
13-05-2020,49.947
12-05-2020,48.931
11-05-2020,49.091
08-05-2020,49.054
07-05-2020,49.067
06-05-2020,49.377
05-05-2020,49.03
04-05-2020,49.563
30-04-2020,52.131
29-04-2020,51.194
28-04-2020,50.591
27-04-2020,50.037
24-04-2020,49.07
23-04-2020,49.829
22-04-2020,49.164
21-04-2020,48.398
20-04-2020,50.088
17-04-2020,49.923
16-04-2020,48.58
15-04-2020,47.771
13-04-2020,47.623
09-04-2020,48.097
08-04-2020,46.297
07-04-2020,45.971
03-04-2020,42.78
01-04-2020,43.895
31-03-2020,45.136
30-03-2020,43.882
27-03-2020,45.118
26-03-2020,44.926
25-03-2020,43.173
24-03-2020,41.042
23-03-2020,40.214
20-03-2020,46.605
19-03-2020,44.719
18-03-2020,46.393
17-03-2020,48.491
16-03-2020,49.32
13-03-2020,53.012
12-03-2020,51.162
11-03-2020,55.596
09-03-2020,55.821
06-03-2020,58.49
05-03-2020,60.021
04-03-2020,59.994
03-03-2020,60.386
02-03-2020,59.256
28-02-2020,59.559
27-02-2020,61.525
26-02-2020,61.915
25-02-2020,62.556
24-02-2020,62.732
20-02-2020,63.603
19-02-2020,63.127
18-02-2020,62.309
17-02-2020,62.531
14-02-2020,62.609
13-02-2020,63.022
12-02-2020,63.059
11-02-2020,62.844
10-02-2020,62.545
07-02-2020,62.921
06-02-2020,62.776
05-02-2020,62.462
04-02-2020,61.762
03-02-2020,60.836
31-01-2020,62.13
30-01-2020,62.406
29-01-2020,62.945
28-01-2020,62.776
27-01-2020,63.107
24-01-2020,63.578
23-01-2020,63.172
22-01-2020,62.66
21-01-2020,62.815
20-01-2020,63.138
17-01-2020,63.689
16-01-2020,63.697
15-01-2020,63.29
14-01-2020,63.12
13-01-2020,62.727
10-01-2020,62.395
09-01-2020,62.096
08-01-2020,61.197
07-01-2020,61.138
06-01-2020,60.902
03-01-2020,62.086
02-01-2020,62.264
01-01-2020,61.631
31-12-2019,61.471
30-12-2019,61.585
27-12-2019,61.377
26-12-2019,60.716
24-12-2019,60.935
23-12-2019,61.033
20-12-2019,61.115
19-12-2019,61.032
18-12-2019,60.924
17-12-2019,60.818
16-12-2019,60.504
13-12-2019,60.69
12-12-2019,60.073
11-12-2019,59.663
10-12-2019,59.471
09-12-2019,60.01
06-12-2019,60.1
05-12-2019,60.633
04-12-2019,60.668
03-12-2019,60.356
02-12-2019,60.667
29-11-2019,60.91
28-11-2019,61.253
27-11-2019,60.693
26-11-2019,60.352
25-11-2019,60.564
22-11-2019,59.937
21-11-2019,60.045
20-11-2019,60.472
19-11-2019,60.065
18-11-2019,59.971
15-11-2019,59.836
14-11-2019,59.525
13-11-2019,59.291
11-11-2019,59.739
08-11-2019,59.722
07-11-2019,59.867
06-11-2019,59.605
05-11-2019,59.418
04-11-2019,59.695
01-11-2019,59.663
31-10-2019,59.585
30-10-2019,59.055
29-10-2019,58.858
25-10-2019,57.696
24-10-2019,57.47
23-10-2019,57.716
22-10-2019,57.607
18-10-2019,57.473
17-10-2019,56.741
16-10-2019,55.935
15-10-2019,55.837
14-10-2019,55.541
11-10-2019,55.276
10-10-2019,55.105
09-10-2019,55.708
07-10-2019,54.746
04-10-2019,54.942
03-10-2019,55.695
01-10-2019,55.905
30-09-2019,56.737
27-09-2019,57.276
26-09-2019,57.438
25-09-2019,56.854
24-09-2019,57.711
23-09-2019,57.826
20-09-2019,56.383
19-09-2019,53.556
18-09-2019,54.328
17-09-2019,54.041
16-09-2019,55.087
13-09-2019,55.371
12-09-2019,55.089
11-09-2019,55.057
09-09-2019,54.777
06-09-2019,54.492
05-09-2019,54.145
04-09-2019,53.917
03-09-2019,53.71
30-08-2019,54.704
29-08-2019,54.277
28-08-2019,54.516
27-08-2019,54.845
26-08-2019,54.459
23-08-2019,53.573
22-08-2019,53.216
21-08-2019,53.875
20-08-2019,54.473
19-08-2019,54.669
16-08-2019,54.569
14-08-2019,54.334
13-08-2019,53.763
09-08-2019,54.772
08-08-2019,54.487
07-08-2019,53.939
06-08-2019,54.133
05-08-2019,53.289
02-08-2019,53.959
01-08-2019,53.93
31-07-2019,54.275
30-07-2019,53.981
29-07-2019,54.799
26-07-2019,55.111
25-07-2019,54.806
24-07-2019,54.581
23-07-2019,55.117
22-07-2019,55.298
19-07-2019,55.307
18-07-2019,56.265
17-07-2019,56.822
16-07-2019,56.702
15-07-2019,56.124
12-07-2019,56.076
11-07-2019,56.065
10-07-2019,55.656
09-07-2019,56.009
08-07-2019,55.845
05-07-2019,57.185
04-07-2019,57.856
03-07-2019,57.878
02-07-2019,57.683
01-07-2019,57.657
28-06-2019,57.453
27-06-2019,57.69
26-06-2019,57.587
25-06-2019,57.344
24-06-2019,56.88
21-06-2019,56.936
20-06-2019,57.043
19-06-2019,56.066
18-06-2019,56.292
17-06-2019,56.242
14-06-2019,56.943
13-06-2019,57.659
12-06-2019,57.689
11-06-2019,57.904
10-06-2019,57.72
07-06-2019,57.601
06-06-2019,57.417
04-06-2019,58.261
03-06-2019,58.418
31-05-2019,57.694
30-05-2019,57.663
29-05-2019,57.38
28-05-2019,57.863
27-05-2019,57.64
24-05-2019,57.113
23-05-2019,55.687
22-05-2019,55.835
21-05-2019,55.554
20-05-2019,56.12
17-05-2019,54.373
16-05-2019,53.704
15-05-2019,53.09
14-05-2019,53.492
13-05-2019,53.132
10-05-2019,54.101
09-05-2019,54.083
08-05-2019,54.258
07-05-2019,54.99
06-05-2019,55.599
03-05-2019,56.017
02-05-2019,56.011
30-04-2019,56.331
26-04-2019,56.304
25-04-2019,55.977
24-04-2019,56.39
23-04-2019,55.925
22-04-2019,55.946
18-04-2019,56.738
16-04-2019,57.052
15-04-2019,56.678
12-04-2019,56.419
11-04-2019,56.141
10-04-2019,56.077
09-04-2019,56.268
08-04-2019,55.979
05-04-2019,56.264
04-04-2019,56.027
03-04-2019,56.147
02-04-2019,56.523
01-04-2019,56.554
29-03-2019,56.419
28-03-2019,56.01
27-03-2019,55.514
26-03-2019,55.538
25-03-2019,54.881
22-03-2019,55.389
20-03-2019,55.669
19-03-2019,55.975
18-03-2019,55.567
15-03-2019,55.403
